record_id,rna_id,source_model,status,sequence_length,gt_pair_count,predicted_pair_count,pair_scores_available,raw_pair_score_path,raw_pair_score_sha256,raw_pair_score_sha256_after,raw_pair_score_unchanged,normalized_pair_score_path,normalized_pair_score_sha256,normalized_pair_score_size_bytes,score_shape,score_dtype,diagonal_nonzero_count_before,diagonal_min_before,diagonal_max_before,max_asymmetry_before,min_score_before,max_score_before,diagonal_nonzero_count_after,max_asymmetry_after,min_score_after,max_score_after,max_off_diagonal_absolute_change,warnings,failure_reason
legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1M82_25_hp_nmr_A,trrosettarna2_native_ss,valid,25,9,11,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1M82_25_hp_nmr_A/1M82_25_hp_nmr_A_ss_prob.npz,e2ad555194ee995e599dbb01d7d5dc53aca04888a36cf787d2a6015a14f20918,e2ad555194ee995e599dbb01d7d5dc53aca04888a36cf787d2a6015a14f20918,true,pair_scores/legacy121_v1__1m82_25_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,24a80ca57c210a9d3bde036db35d2dc055fbc873cd95dd743f045c6a109667fe,1912,25x25,float32,25,1.0055828170152381e-06,1.2449548194126692e-05,0.0,9.71356826084957e-07,0.999980092048645,0,0.0,0.0,0.999980092048645,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1MT4_24_hp_nmr_A,rnafold,valid,24,8,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1MT4_24_hp_nmr_A,petfold,valid,24,8,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1MT4_24_hp_nmr_A,trrosettarna2_native_ss,valid,24,8,10,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1MT4_24_hp_nmr_A/1MT4_24_hp_nmr_A_ss_prob.npz,62d26ca7c15c9c4b4eac99514537a0b8f73ec5b56869dc2fe5b47f09d808d10a,62d26ca7c15c9c4b4eac99514537a0b8f73ec5b56869dc2fe5b47f09d808d10a,true,pair_scores/legacy121_v1__1mt4_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,f45b88b2c4411ae6e09be49b8db4e697a6f4915bc74f872c6d90e7aaa770fd82,1773,24x24,float32,24,1.00209035736043e-06,1.0322749403712805e-05,0.0,9.782328334040358e-07,0.999983012676239,0,0.0,0.0,0.999983012676239,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,rnafold,valid,55,19,19,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,petfold,valid,55,19,18,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5M_55_hpbulge_nmr_A,trrosettarna2_native_ss,valid,55,19,24,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1P5M_55_hpbulge_nmr_A/1P5M_55_hpbulge_nmr_A_ss_prob.npz,4132bf68fbd586ee0f0c21d56c428c7b4d32c14e371b6a0d33f4ec915373c712,4132bf68fbd586ee0f0c21d56c428c7b4d32c14e371b6a0d33f4ec915373c712,true,pair_scores/legacy121_v1__1p5m_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,f54ea87fbed52b18ce1aaef3cb24ffcea7499e45afdf5498077261fcbe8c1e3d,8690,55x55,float32,55,1.0049350294139003e-06,2.130387429133407e-06,0.0,9.680620678409468e-07,0.9999783039093018,0,0.0,0.0,0.9999783039093018,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,rnafold,valid,77,23,25,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,petfold,valid,77,23,24,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1P5O_77_hpbulge_nmr_A,trrosettarna2_native_ss,valid,77,23,31,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1P5O_77_hpbulge_nmr_A/1P5O_77_hpbulge_nmr_A_ss_prob.npz,73764b3ec4b745f685fc0701ddde845bf0558f5894626449c8263ba24315031b,73764b3ec4b745f685fc0701ddde845bf0558f5894626449c8263ba24315031b,true,pair_scores/legacy121_v1__1p5o_77_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,d04cf3e9c3ecd2a1c8e955f661698f8a7bf550b190c2397b409b47aacd098152,17376,77x77,float32,77,1.0210364962404128e-06,2.5195631678798236e-06,0.0,9.71896270129946e-07,0.9997808337211609,0,0.0,0.0,0.9997808337211609,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1qwa_21_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1QWA_21_hp_nmr_A,rnafold,valid,21,8,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1qwa_21_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1QWA_21_hp_nmr_A,petfold,valid,21,8,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1qwa_21_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1QWA_21_hp_nmr_A,trrosettarna2_native_ss,valid,21,8,8,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1QWA_21_hp_nmr_A/1QWA_21_hp_nmr_A_ss_prob.npz,2b88c73184038e79b023c7d0082d43da3e1b1290b919e965dbe80abc931d8f0e,2b88c73184038e79b023c7d0082d43da3e1b1290b919e965dbe80abc931d8f0e,true,pair_scores/legacy121_v1__1qwa_21_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,7c4a5ca7cf55bfe5a74b9f9ba1ddb65cbf0e929a3375f907d1dc7558ba18a1cd,1413,21x21,float32,21,1.0413516520202393e-06,1.9831422832794487e-06,0.0,9.85265046438144e-07,0.9999815225601196,0,0.0,0.0,0.9999815225601196,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1qwb_26_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1QWB_26_hp_nmr_A,rnafold,valid,26,6,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1qwb_26_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1QWB_26_hp_nmr_A,petfold,valid,26,6,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1qwb_26_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1QWB_26_hp_nmr_A,trrosettarna2_native_ss,valid,26,6,10,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1QWB_26_hp_nmr_A/1QWB_26_hp_nmr_A_ss_prob.npz,fb9dddfa0106df6b56e55541df9a94565bf971bda8a0c28d5aae105ce9672765,fb9dddfa0106df6b56e55541df9a94565bf971bda8a0c28d5aae105ce9672765,true,pair_scores/legacy121_v1__1qwb_26_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,33ea3d897af36f16aa37da7791274d063b906f73c8c0cd853c8200c8be1019cd,2039,26x26,float32,26,9.879031495074742e-07,2.358611254749121e-06,0.0,9.766542916622711e-07,0.9999818205833435,0,0.0,0.0,0.9999818205833435,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1r7w_34_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1R7W_34_hpbulge_nmr_A,rnafold,valid,34,12,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1r7w_34_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1R7W_34_hpbulge_nmr_A,petfold,valid,34,12,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1r7w_34_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1R7W_34_hpbulge_nmr_A,trrosettarna2_native_ss,valid,34,12,13,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1R7W_34_hpbulge_nmr_A/1R7W_34_hpbulge_nmr_A_ss_prob.npz,3b8f98eb2f478cb602483fe4fa75d9baecd93218bb1d3000c570dc1f0bdc5418,3b8f98eb2f478cb602483fe4fa75d9baecd93218bb1d3000c570dc1f0bdc5418,true,pair_scores/legacy121_v1__1r7w_34_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,1a6ac252a149185265fab5fe52a1f9829e9392e7c065b051fea884db168a8670,3374,34x34,float32,34,1.0203610827375087e-06,2.3825773496355396e-06,0.0,9.678747119323816e-07,0.9999808073043823,0,0.0,0.0,0.9999808073043823,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1rht_24_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1RHT_24_hp_nmr_A,rnafold,valid,24,6,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1rht_24_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1RHT_24_hp_nmr_A,petfold,valid,24,6,8,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1rht_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1RHT_24_hp_nmr_A,trrosettarna2_native_ss,valid,24,6,8,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1RHT_24_hp_nmr_A/1RHT_24_hp_nmr_A_ss_prob.npz,31f5c73502805605bd3255a160edf626a39d2b65168dd98f13aa1eed63daa176,31f5c73502805605bd3255a160edf626a39d2b65168dd98f13aa1eed63daa176,true,pair_scores/legacy121_v1__1rht_24_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,f3b65a97222e4801c4198486ba6f3a5cd349f31c0b6296f96be9704e41835636,1789,24x24,float32,24,1.0064202342618955e-06,2.4886462597351056e-06,0.0,9.755947303347057e-07,0.9999768137931824,0,0.0,0.0,0.9999768137931824,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1rnk_36_pseudoknot_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1RNK_36_pseudoknot_nmr_A,rnafold,valid,34,11,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1rnk_36_pseudoknot_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1RNK_36_pseudoknot_nmr_A,petfold,valid,34,11,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1rnk_36_pseudoknot_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1RNK_36_pseudoknot_nmr_A,trrosettarna2_native_ss,valid,34,11,11,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1RNK_36_pseudoknot_nmr_A/1RNK_36_pseudoknot_nmr_A_ss_prob.npz,66d9c3304f5df9704c0e8c847acc198625a9bf3c3fd86c94bfaccceb458cdd0c,66d9c3304f5df9704c0e8c847acc198625a9bf3c3fd86c94bfaccceb458cdd0c,true,pair_scores/legacy121_v1__1rnk_36_pseudoknot_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,453e5777c8fa56d408711a08ddb9f422123563067ab1636b7dbd2c1e225202e9,3411,34x34,float32,34,1.0297098924638703e-06,2.811767217281158e-06,0.0,9.779029142009676e-07,0.9999818205833435,0,0.0,0.0,0.9999818205833435,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1s2f_23_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1S2F_23_hp_nmr_A,rnafold,valid,23,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1s2f_23_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1S2F_23_hp_nmr_A,petfold,valid,23,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1s2f_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1S2F_23_hp_nmr_A,trrosettarna2_native_ss,valid,23,9,9,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1S2F_23_hp_nmr_A/1S2F_23_hp_nmr_A_ss_prob.npz,49d4c44cf9768c7876cd894611c9adf44dec6cbede7b413d8b4a77d20de87d41,49d4c44cf9768c7876cd894611c9adf44dec6cbede7b413d8b4a77d20de87d41,true,pair_scores/legacy121_v1__1s2f_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,2723c3b770110a92bc09a002f2729862a2b4eca7eb029f70c92564260e432eea,1654,23x23,float32,23,1.021616753860144e-06,2.520117959647905e-06,0.0,9.838297501119087e-07,0.9999823570251465,0,0.0,0.0,0.9999823570251465,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1s9s_101_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1S9S_101_3wj_nmr_A,rnafold,valid,101,36,36,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1s9s_101_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1S9S_101_3wj_nmr_A,petfold,valid,101,36,36,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1s9s_101_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1S9S_101_3wj_nmr_A,trrosettarna2_native_ss,valid,101,36,41,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1S9S_101_3wj_nmr_A/1S9S_101_3wj_nmr_A_ss_prob.npz,8d25c3b59bb61d5ebae51ffbf012c262c9b61ad53d8987117204b4410951d94e,8d25c3b59bb61d5ebae51ffbf012c262c9b61ad53d8987117204b4410951d94e,true,pair_scores/legacy121_v1__1s9s_101_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,9cd4648a0eb4130f6d1ccc85e7c49ff51e37117be4f6743e136238e56933ebb2,30493,101x101,float32,101,1.0221841648672125e-06,8.015720595722087e-06,0.0,9.79043761617504e-07,0.9992155432701111,0,0.0,0.0,0.9992155432701111,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1t28_34_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1T28_34_hpbulge_nmr_A,rnafold,valid,34,7,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1t28_34_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1T28_34_hpbulge_nmr_A,petfold,valid,34,7,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1t28_34_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1T28_34_hpbulge_nmr_A,trrosettarna2_native_ss,valid,34,7,9,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1T28_34_hpbulge_nmr_A/1T28_34_hpbulge_nmr_A_ss_prob.npz,8cb42e283e27214d2ec805971202e2c77351d89a181aeb0d128bb2a7d65d7c6d,8cb42e283e27214d2ec805971202e2c77351d89a181aeb0d128bb2a7d65d7c6d,true,pair_scores/legacy121_v1__1t28_34_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,1e7eb7031b5f04d218389654925cc19654fe27a458301e9931d1f5e740a69d4b,3436,34x34,float32,34,1.0244718851026846e-06,3.6584540339390514e-06,0.0,9.804850833461387e-07,0.9999772310256958,0,0.0,0.0,0.9999772310256958,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1tbk_17_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1TBK_17_hp_nmr_A,rnafold,valid,17,6,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1tbk_17_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1TBK_17_hp_nmr_A,petfold,valid,17,6,6,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1tbk_17_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1TBK_17_hp_nmr_A,trrosettarna2_native_ss,valid,17,6,6,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TBK_17_hp_nmr_A/1TBK_17_hp_nmr_A_ss_prob.npz,ac609154576b5df9336e2dd21e0e1e4c4d0ce9e83297e61c8adf0cee4ef4b369,ac609154576b5df9336e2dd21e0e1e4c4d0ce9e83297e61c8adf0cee4ef4b369,true,pair_scores/legacy121_v1__1tbk_17_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,3fdaf4d34cf709fbb9a46a3151fc5f0a2299e3d5e4d522c7798c02b9f85a7bfc,1012,17x17,float32,17,9.925382755682222e-07,2.433911504340358e-06,0.0,9.859876399787026e-07,0.9999818801879883,0,0.0,0.0,0.9999818801879883,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1tjz_26_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1TJZ_26_hp_nmr_A,rnafold,valid,22,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1tjz_26_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1TJZ_26_hp_nmr_A,petfold,valid,22,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1tjz_26_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1TJZ_26_hp_nmr_A,trrosettarna2_native_ss,valid,22,7,10,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TJZ_26_hp_nmr_A/1TJZ_26_hp_nmr_A_ss_prob.npz,f97a9f2c61bfb1f60752596f8d2310ed928193375ac3daa4adb5835027b8c640,f97a9f2c61bfb1f60752596f8d2310ed928193375ac3daa4adb5835027b8c640,true,pair_scores/legacy121_v1__1tjz_26_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,40765ec8fff652b71b9bb283ae181f609a61ab7bb2a964e6a5e79573e353d474,1523,22x22,float32,22,9.874273700916092e-07,2.589927134977188e-06,0.0,9.714273119243444e-07,0.9999836683273315,0,0.0,0.0,0.9999836683273315,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__1tlr_23_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,1TLR_23_hp_nmr_A,rnafold,valid,23,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__1tlr_23_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,1TLR_23_hp_nmr_A,petfold,valid,23,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__1tlr_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,1TLR_23_hp_nmr_A,trrosettarna2_native_ss,valid,23,7,9,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/1TLR_23_hp_nmr_A/1TLR_23_hp_nmr_A_ss_prob.npz,8e7a326236eb884fac02d658463be47387f4296f9adda887089815d24fef429f,8e7a326236eb884fac02d658463be47387f4296f9adda887089815d24fef429f,true,pair_scores/legacy121_v1__1tlr_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,d97e53d5e466298ea8daabb47aa2cdb088b8a9bce786a58bfcfccd10e5863a56,1655,23x23,float32,23,1.0184820666836458e-06,9.283990038966294e-06,0.0,9.739571851241635e-07,0.9999815821647644,0,0.0,0.0,0.9999815821647644,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
