manifest_id,rna_id,sequence_length,evidence_channel,density_percent,evidence_seed,noise_level_percent,eligible_universe_size,selected_item_count,minimum_one_applied,source_gt_sha256,manifest_payload_sha256
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,5,113,0,14,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,11668e63b16a11084fe562f90aee5019312ea1e9f2072c21a7170d7981346d3d
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,10,101,0,14,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,f2dbc6def347b3311e873a9067f1412ff5591cdc8158da12f67106a2896ef98f
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,10,103,0,14,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,22fda11121a85b8de8b51e6e6ff104fa17b913c3d4254189cf521fa85dfa85a7
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,10,107,0,14,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,24efe1b3c8bc23ff90bdcf3950c21424193348ca0c42084e05fc2db5f752c23d
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,10,109,0,14,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,5a47062dae751c2b765024a47033e29bd77dcdef7cfeafbc7fa38641b6858129
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,10,113,0,14,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,566d0521ca4b1f81bda683ef692b64969dc4d8d7ba02c87cb750f311d23edb19
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,20,101,0,14,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,2fd0f4e778bba0fd04b39a27d0d238b81ef5164c49fa5f128e6c7d90896726b3
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,20,103,0,14,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,1663d0432cf932ce82e84eff70fdf0c0b80ec191889c2d59cf55c94324d1ef6d
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,20,107,0,14,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,be18f8bc39e03e81c4aecebf6e88c06781c3fd33daf3ca60c58436e682410f88
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,20,109,0,14,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,a9e35ce2835ee3991ea8e97f319925eac48c3b91be0342f8d229c496e79a702b
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,20,113,0,14,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,d792a684254b8eaf48552552541107695402c2ed097a0562dcd004e3e3e64416
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,50,101,0,14,7,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,e35a99c6819b8b422772f8abfdf1254112a83a84b732c3650905bc00b1d93158
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,50,103,0,14,7,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,c3c5911f180532c56e0831631ae5f00749b71607025b33e2f5ceae432f9b51fa
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,50,107,0,14,7,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,1055d22a855cd7102bb632960437af9a041046598519691388e3eff518dde07a
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,50,109,0,14,7,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,747c5c69c6d30ea781dd9df4d8c9848808570f6786d7639879f026a7c63af9a8
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,POSITIVE_PAIR_EVIDENCE,50,113,0,14,7,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,057ba8c81450c4500f39e710be5e9f770c38983687ffa824d22b597aa4c3ad0e
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,16,0,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,765ea3eb564f85a2de23a67fc9507533fd83bb6bf7fe8c718ecc63285fc6eee9
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,16,0,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,f108ca9231ade3a9fa4e99781e30bcedb543674e37ce57c91a045e8570bdda0d
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,16,0,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,8a0b17f11bbdcf2e2b0524f04a718facfc1c9469dd3d9381fe6e89e34072c1d6
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,16,0,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,d7f6aaffe02faaf2e8bcd764a0d33a9bb251ac968ceb6dcec26b48553524bac5
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_00__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,0,16,0,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,a3a892a8f828914ea324d6704e5d435ca5ee82b415261eda2fba28918d2531ee
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,0,16,1,1,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,c582a9e2c3d60aa7f6d110059c5a850ae8f977969872de6f9e887b2310752f33
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,0,16,1,1,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,cd490d8d24f5d4e71d5aa353cfab27c8283b3eafd19b0b367172cb64bf2200a4
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,0,16,1,1,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,00d22a29447482ba504cc0f9c65b6e41af0c6f34c586bf020184e9f6e07017f1
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,0,16,1,1,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,0ab5d2ed0d759fd521a9db0cbc78338d76808af24ced48d95353d90d155d1166
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,0,16,1,1,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,48e0ef4e76c7a66ad979985dda3eb1fb227a790bf9ea0cd92023d678b4654987
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,0,16,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,38836959dcf2f994297eaf5c23129ff08cecdd113af1beeeda06692e838446ab
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,0,16,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,f48d25e04a49d5c9a5484918b2a4f7357610fe414b06012eb71ca223c7b6ea5b
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,0,16,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,78be1ce368a9e6208c3d4f1bcb31a454696a0e5a8a2561424963cc5191edf33d
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,0,16,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,fb88e94ce6bd3ee62cfca958f16fe64f32678e8943f93c3a16fbffab150089b3
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,0,16,1,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,d047c64cb9c8baf6105d051113be78625869645e8bfff7bfa66b730ba2ad02c4
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,0,16,2,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,dc88361ee2b8ccda46a7ec163b83a3efb628aef17d3b4b449f61507db29b0c3d
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,0,16,2,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,8ce79bb267a9c364887892327bb0a48ebcc5d9a65f43b8311d5decc92a843f84
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,0,16,2,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,ff3b316343ba990765084f0c67442969dc9c1670c3afb5352cf821bd65aa86c9
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,0,16,2,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,de066cd1e2ca4a652b567cfe7bbb48e286e85d6be32c17463a3740b9c83d6ddb
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,0,16,2,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,bcb09378a744e5a0fb7192e322b0fe9716a1dcdc3a9f1eb651d2beca50d9dc75
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,0,16,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,8f9c2b035fe7028b56f7df223f56c9258ca83cd2cabd829d06efc2738db6ae64
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,0,16,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,6c0ad89185c47f7a21b4e947510c36f745928be39153a072e77a92db67447700
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,0,16,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,a6cdbb55c366cf7f64ecfef4f749d650c5c1eba3626f43640c2d110b0e3f9d20
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,0,16,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,6e8d3bf25fbf0eaca32e9ab057b4fd6f459c8d6caf5cad3b698da81cd7bbe328
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,0,16,3,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,38375a4b9e171ef7bfaa6387e23497cee9e418a97ab79e522f5c7e4912e7004c
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,0,16,8,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,264be37ec07a8e66e30602cb15eb4fc146d13b542cf78bc5965c652078672d64
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,0,16,8,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,022c69864ba707880915777e1869fc5e79de7cce6293ee70c60bd711feef6137
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,0,16,8,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,946e4c708f8c3f7dda99a9a937c82b2a7083b322584cf5f5bd933145aab6ca97
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,0,16,8,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,d1cc2885f38ac545f124f608cfb193dc2f3f45412910c40234a040d35c741dad
simulated_evidence_v1__1A60_44_pseudknot_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,1A60_44_pseudknot_nmr_A,44,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,0,16,8,0,e580827c575119890c47883a2e097449c1e2f66b0fbf28be99028914d5a2060e,78513e7be5dce0728080da74d6f819ae43a5cbd7de40d1dcdb8a3ca48dac5151
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,0,101,0,14,0,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,5f8acff81c983f9ff7be4edf2c042891eb4709a1b98c1ab3f4658986a8d78907
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,0,103,0,14,0,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,9c3e22038d18847d644bddc97dd2936b24cdf393a266ed7563d57229341173cb
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,0,107,0,14,0,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,807263faa8f5965e42eb7e12cb850e56ad4f316d9825bb62e547dd755898cc77
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,0,109,0,14,0,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,492e1e3f0fe69d697198688a1026ee80b20c17b67c3633d70ef4d7e4c808bfde
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,0,113,0,14,0,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,1646ced47e36aa8aa1425bbf4e1d7457c6fdaa43320de04a5515752aa15d211f
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,1,101,0,14,1,1,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,30c4ecc8af2ddcea4b777a8ca0167e9a3d91f521cf6371845ef00936e58474be
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,1,103,0,14,1,1,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,09163af642ab0009406cf188e60a993ea08e6797743d504f85f7b308417bfe4c
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,1,107,0,14,1,1,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,7c4434aaa7120da4c8eeedea907998188b4739ede3613e4f73406f49658e9900
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,1,109,0,14,1,1,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,783abefd0103673a83a61a79c62aa22dc44942e73c2107aae5907a47bb476f00
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,1,113,0,14,1,1,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,b240d3863b538fa0d00300bd515f46e80096b8e0b566a8ef5c6b13de69bed83f
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,5,101,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,56b56d8d2efab4df025a0fad640dfca20d8a51f4e6dee1293a03c75fd3a3f7c8
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,5,103,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,12352bd6de0196f77c438b824997da037ea776baf49df313f54e5eab96e5bc7e
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,5,107,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,fcf7fea5da16bf29c740a2be280976af07740d59f3203af5c725b7b83a8d90b0
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,5,109,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,3fd2d94a776bbd5f66aa155242a0658e5cd25939a7198abf3c2bef07ec964c06
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,5,113,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,898a2f26e914bf7f77059243ddf6de7c217e47c95cebe8356ed2a31b59f09a52
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,10,101,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,5592c3af83bfc6c531d447cce2f4f49f235cbc996fe90059715cb156203189ea
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,10,103,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,afaf12ca29530f90e289d517294c2cc7dbb4ca876cf7ae58f0b0a6da4364cb12
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,10,107,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,001b2a9f0d6950a62e038540c3a44ed805f8ce7216eea64f8421b5751dd51b96
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,10,109,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,0f52d819c43f101bc8b3dd6d10937bc56f03bdc4b5fee441dc7ae7768b8bdf81
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,10,113,0,14,1,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,7e6856d9f001e294d9626b5eb16698d2a4464970cb0b03eab5bfb483eeeadd53
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,20,101,0,14,3,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,3843e8b191d15def4976f0a9c86145142c723aaa802c541a934ddeab2e65b99d
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,20,103,0,14,3,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,4f0cb485d874637ff16dce6155870b549669765a491c187bc4ca654547ed672f
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,20,107,0,14,3,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,1dbd1e25312af0b5b928f0208391eb2b905ac96f98ea3884aeaca352b0c6ab9b
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,20,109,0,14,3,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,c10a599edb7bf930ad5426c189ffc1632775861d1b139bcd9a245f6f11982b34
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,20,113,0,14,3,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,dda775d451eff731a1f053caad7cb729b500c9ce2db783ce5ec6072f2a41dd49
simulated_evidence_v1__1A9L_38_hpbulge_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,1A9L_38_hpbulge_nmr_A,38,POSITIVE_PAIR_EVIDENCE,50,101,0,14,7,0,399276aa3ec3a5b24c459b29f8724658b4a3d4b240e309d1895482709650c2ac,543cb56bf10700d7e477ebf72e2d9a9a6f490ce78601663a2ba0cfcdb5b15f97
